Date,AAPL,IBM,MCD,KO,PEP,JNJ
2010-11-01,10.863571,137.017212,77.879997,30.855,65.550003,63.689999
2010-11-02,11.048571,137.514343,78.400002,30.93,65.800003,63.880001
2010-11-03,11.171429,137.829834,78.5,30.975,65.199997,64.190002
2010-11-04,11.366786,140.33461,79.18,31.225,65.349998,64.760002
2010-11-05,11.326071,140.458893,79.300003,31.290001,65.080002,64.650002
2010-11-08,11.379286,140.019119,79.309998,31.23,65.110001,64.330002
2010-11-09,11.288571,139.713196,79.099998,31.32,65.300003,64.309998
2010-11-10,11.358214,140.105164,79.5,31.275,65.25,63.950001
2010-11-11,11.308929,139.034424,79.699997,31.4,64.900002,63.919998
2010-11-12,11.001071,137.418732,78.849998,31.459999,64.639999,63.669998
2010-11-15,10.965714,137.323135,79.07,31.48,64.419998,64.139999
2010-11-16,10.771071,135.984711,77.419998,31.040001,64.040001,63.139999
2010-11-17,10.732143,135.707458,78.370003,31.26,63.939999,63.060001
2010-11-18,11.015357,138.011475,79.019997,31.92,64.769997,63.830002
2010-11-19,10.954643,138.671127,79.639999,32.16,64.709999,63.830002
2010-11-22,11.191429,138.99617,79.519997,32.134998,64.699997,63.619999
2010-11-23,11.026071,136.883362,79.010002,31.809999,63.889999,62.869999
2010-11-24,11.242857,139.397705,79.480003,32.305,64.330002,63.290001
2010-11-26,11.25,137.571701,78.540001,32.055,63.900002,62.299999
2010-11-29,11.316786,136.606125,78.260002,31.695,64.010002,61.91
2010-11-30,11.1125,135.238998,78.300003,31.584999,64.629997,61.549999
2010-12-01,11.3,138.05928,79.290001,32.349998,65.629997,62.419998
2010-12-02,11.3625,138.79541,79.379997,32.450001,65.199997,62.599998
2010-12-03,11.337143,138.986618,79.760002,32.25,65.169998,62.560001
2010-12-06,11.433929,138.61377,79.580002,31.995001,64.730003,62.200001
2010-12-07,11.364643,137.686417,80.339996,32.07,64.68,62.310001
2010-12-08,11.464643,138.604202,78.739998,32.195,64.629997,62.450001
2010-12-09,11.42,137.954117,77.610001,32.415001,64.720001,62.060001
2010-12-10,11.448571,138.451248,77.559998,32.325001,64.900002,61.91
2010-12-13,11.488214,137.934998,77.110001,32.424999,65.529999,61.860001
2010-12-14,11.438929,139.407272,77.110001,31.950001,65.589996,62.77
2010-12-15,11.441429,138.355637,76.980003,32.369999,65.239998,62.57
2010-12-16,11.473214,138.193115,76.709999,32.669998,65.75,62.400002
2010-12-17,11.450357,138.623322,76.809998,32.849998,65.970001,62.540001
2010-12-20,11.5075,138.154877,76.919998,32.654999,66.309998,62.490002
2010-12-21,11.578571,139.33078,76.860001,32.744999,65.400002,62.34
2010-12-22,11.612857,139.531555,77.010002,32.794998,65.68,62.02
2010-12-23,11.557143,139.474182,76.959999,32.790001,65.690002,62.25
2010-12-27,11.595714,138.94838,76.43,32.535,65.419998,61.93
2010-12-28,11.623929,139.302109,76.43,32.68,65.279999,62.049999
2010-12-29,11.6175,140.076477,76.989998,32.724998,65.330002,62.130001
2010-12-30,11.559286,140.219879,76.760002,32.75,65.120003,61.939999
2010-12-31,11.52,140.305923,76.760002,32.884998,65.330002,61.849998
2011-01-03,11.770357,140.994263,76.599998,32.610001,65.75,62.82
2011-01-04,11.831786,141.147232,74.309998,31.934999,65.410004,63.349998
2011-01-05,11.928571,140.583176,74.660004,31.745001,66.589996,63.310001
2011-01-06,11.918929,142.122375,74.209999,31.514999,66.839996,63.209999
2011-01-07,12.004286,141.424469,74.370003,31.459999,66.389999,62.599998
2011-01-10,12.230357,141.147232,73.559998,31.530001,66.050003,62.16
2011-01-11,12.201429,140.803055,73.900002,31.344999,66.330002,62.27
2011-01-12,12.300714,142.543015,73.599998,31.52,66.730003,62.5
2011-01-13,12.345714,142.27533,72.669998,31.700001,66.910004,62.91
2011-01-14,12.445714,143.403442,74.059998,31.565001,66.779999,62.549999
2011-01-18,12.166071,144.024857,74.68,31.74,66.57,62.099998
2011-01-19,12.101429,148.843216,75.349998,31.709999,65.900002,62.560001
2011-01-20,11.881429,148.94838,75.160004,31.465,65.900002,62.860001
2011-01-21,11.668571,148.661575,75.010002,31.385,65.870003,62.66
2011-01-24,12.051786,152.60994,75.379997,31.625,66.18,62.220001
2011-01-25,12.192857,154.340347,75.480003,31.48,65.769997,61.080002
2011-01-26,12.280357,153.957932,75.169998,31.48,65.860001,60.599998
2011-01-27,12.2575,153.986618,74.349998,31.35,65.559998,60.68
2011-01-28,12.003571,152.20842,73.279999,31.105,64.400002,60.009998
2011-01-31,12.118571,154.875717,73.669998,31.424999,64.309998,59.77
2011-02-01,12.3225,156.367111,73.470001,31.525,65.050003,60.630001
2011-02-02,12.297143,156.118546,73.639999,31.43,64.650002,60.619999
2011-02-03,12.265714,156.338425,73.830002,31.285,64.18,60.799999
2011-02-04,12.375,156.787766,74.050003,31.280001,63.84,60.84
2011-02-07,12.567143,157.571701,73.449997,31.26,63.68,60.869999
2011-02-08,12.685714,158.747604,75.360001,31.434999,64.169998,60.939999
2011-02-09,12.791429,157.40918,75.93,31.575001,64.419998,60.880001
2011-02-10,12.662143,156.87381,75.760002,31.77,63.360001,60.93
2011-02-11,12.744643,156.644363,76.139999,31.785,63.869999,60.700001
2011-02-14,12.827857,156.042068,76.239998,31.57,63.34,60.700001
2011-02-15,12.853571,155.678772,76.150002,31.594999,64.349998,60.619999
2011-02-16,12.968929,156.214142,76.019997,31.700001,63.959999,60.52
2011-02-17,12.796429,157.017212,75.980003,32.275002,64.699997,60.790001
2011-02-18,12.52,157.59082,76.129997,32.275002,63.41,61.110001
2011-02-22,12.093214,154.827911,75.699997,31.879999,63.150002,60.650002
2011-02-23,12.236429,153.135757,75.190002,31.955,62.93,60.389999
2011-02-24,12.245714,153.699814,75.209999,31.940001,63.029999,60.25
2011-02-25,12.434286,155.143402,74.440002,32.154999,63.599998,59.639999
2011-02-28,12.614643,154.761002,75.68,31.959999,63.419998,61.439999
2011-03-01,12.475357,152.934998,74.889999,32.455002,63.209999,60.700001
2011-03-02,12.575714,153.116638,74.690002,32.215,62.939999,60.810001
2011-03-03,12.841429,156.290634,76.239998,32.785,63.75,61.049999
2011-03-04,12.857143,154.713196,76.029999,32.605,63.400002,61.060001
2011-03-07,12.691429,152.896744,76.290001,32.610001,63.470001,60.400002
2011-03-08,12.705714,155.143402,75.540001,32.82,63.790001,60.709999
2011-03-09,12.588214,158.565964,75.779999,32.810001,64.650002,60.400002
2011-03-10,12.381071,154.894836,76.68,32.645,64.43,59.610001
2011-03-11,12.571071,155.286804,76.730003,32.404999,64.650002,59.689999
2011-03-14,12.627143,154.292542,75.669998,31.969999,64.139999,59.130001
2011-03-15,12.336786,152.026764,75.120003,31.514999,63.009998,58.48
2011-03-16,11.786071,146.271515,73.379997,30.799999,62.310001,57.66
2011-03-17,11.951429,147.399612,73.400002,31.139999,63.080002,58.130001
2011-03-18,11.809643,149.034424,72.989998,31.35,63.240002,58.57
2011-03-21,12.117857,150.745697,73.760002,31.785,64.099998,58.830002
2011-03-22,12.185714,151.05162,73.870003,31.754999,63.939999,58.790001
2011-03-23,12.113929,152.514343,74.529999,32.134998,64.199997,58.720001
2011-03-24,12.320357,153.001907,74.93,32.345001,64.199997,59.029999
2011-03-25,12.555,155.047806,75.25,32.610001,63.98,58.98
2011-03-28,12.515714,154.273422,75.0,32.514999,64.339996,59.240002
2011-03-29,12.534286,155.71701,75.370003,32.860001,64.160004,59.220001
2011-03-30,12.451071,156.40535,75.809998,33.02,65.050003,59.380001
2011-03-31,12.446786,155.898666,76.089996,33.169998,64.410004,59.25
2011-04-01,12.305714,157.045883,75.989998,33.610001,65.220001,59.490002
2011-04-04,12.185357,157.026764,76.389999,33.830002,65.089996,60.150002
2011-04-05,12.103214,156.778198,76.599998,33.735001,65.580002,59.799999
2011-04-06,12.072857,156.826004,76.720001,33.814999,65.75,59.66
2011-04-07,12.074286,157.151047,76.010002,33.720001,65.919998,59.48
2011-04-08,11.966429,156.835571,76.040001,33.634998,65.730003,59.459999
2011-04-11,11.814286,156.73996,76.25,33.700001,66.040001,59.860001
2011-04-12,11.871429,156.07074,76.660004,33.450001,66.57,59.939999
2011-04-13,12.004643,156.73996,76.889999,33.639999,66.449997,59.599998
