"AAPL.T+1","IBM.T+1","MCD.T+1","MatrixID"
2.53271421218832,0.559786747642301,0.244869783347908,1
0.559786747642301,1.32117473524751,0.372219756395574,1
0.244869783347908,0.372219756395574,0.724216665236564,1
2.32495990222236,0.536529392878451,0.245692880749521,2
0.536529392878451,1.27611844485167,0.351496355803186,2
0.245692880749521,0.351496355803186,0.707822859419764,2
2.13738260410747,0.508328073196201,0.235781789776766,3
0.508328073196201,1.22394422868613,0.314162281120722,3
0.235781789776766,0.314162281120722,0.719108227197857,3
2.36560941396041,0.585691130501338,0.279994345057264,4
0.585691130501338,1.23922053796951,0.322328012697102,4
0.279994345057264,0.322328012697102,0.706887690158503,4
2.68849630654259,0.646879615745813,0.42961413550292,5
0.646879615745813,1.21416171446975,0.351406310096341,5
0.42961413550292,0.351406310096341,0.767246130715391,5
2.43766228133119,0.600111986445357,0.405512718901944,6
0.600111986445357,1.25791987973303,0.322879470214811,6
0.405512718901944,0.322879470214811,0.757719178180221,6
2.45664693894095,0.666219363622355,0.452853880960768,7
0.666219363622355,1.34495689724641,0.374325232876085,7
0.452853880960768,0.374325232876085,0.776847429869632,7
2.26677782682882,0.674007201496066,0.434141782635717,8
0.674007201496066,1.50533658750458,0.413541624589175,8
0.434141782635717,0.413541624589175,0.770313556453933,8
2.08009957894985,0.606731952865559,0.402202088031923,9
0.606731952865559,1.38808175476238,0.397952851885048,9
0.402202088031923,0.397952851885048,0.763851981789034,9
2.06619132926427,0.537104607889132,0.355120279738223,10
0.537104607889132,1.33492970571849,0.395397014386631,10
0.355120279738223,0.395397014386631,0.758538001793193,10
2.55747426870817,0.633674526669279,0.559050433620565,11
0.633674526669279,1.30254297478116,0.429485346710163,11
0.559050433620565,0.429485346710163,0.856404511935893,11
2.34903112742901,0.626316217100652,0.515643126693312,12
0.626316217100652,1.37644051702672,0.424975427849379,12
0.515643126693312,0.42497542784938,0.83130289317699,12
2.26370114644476,0.584826788938763,0.534796646046143,13
0.584826788938763,1.26419427061341,0.403995007003918,13
0.534796646046143,0.403995007003918,0.872431523576945,13
2.12140923637404,0.748607686851336,0.510685658008592,14
0.748607686851336,2.26993481678694,0.556909979594816,14
0.510685658008592,0.556909979594816,0.862847416891834,14
2.64632401364808,0.670467366100944,0.51189596425286,15
0.670467366100944,1.94815132785105,0.500133263944218,15
0.51189596425286,0.500133263944217,0.836404341641155,15
2.55748598747548,0.589155029963696,0.518995443470879,16
0.589155029963696,1.73175129698645,0.437613964127114,16
0.51899544347088,0.437613964127114,0.8360851112963,16
2.3473134034206,0.531442838233748,0.490856862784639,17
0.531442838233748,1.55681581870015,0.391190972704093,17
0.490856862784639,0.391190972704093,0.829610515224879,17
2.20514965223242,0.484496618245562,0.46923672671719,18
0.484496618245562,1.4103413963529,0.360164370009395,18
0.46923672671719,0.360164370009395,0.812431669126682,18
2.04468825908025,0.450945396642632,0.439991403910648,19
0.450945396642632,1.39365918684617,0.338705065165409,19
0.439991403910648,0.338705065165409,0.792675525115124,19
1.89709378226829,0.432763881568759,0.413133901965994,20
0.432763881568759,1.30887596293687,0.33570888781375,20
0.413133901965994,0.33570888781375,0.780090093116374,20
1.8797228463799,0.500960343723963,0.430493164969208,21
0.500960343723963,1.43231924826353,0.387776625705085,21
0.430493164969208,0.387776625705085,0.787469520535102,21
1.78623694886245,0.462510769718317,0.420808662228124,22
0.462510769718318,1.30534122515829,0.356170443947507,22
0.420808662228124,0.356170443947507,0.790015429926306,22
2.0207742565746,0.651699439591288,0.471234198342073,23
