"AAPL.T+1","IBM.T+1","MCD.T+1","KO.T+1","PEP.T+1","JNJ.T+1","MatrixID"
2.53271421218832,0.559816567370484,0.303816200855568,0.322763357913724,0.302067004575697,0.420114189092057,1
0.559816567370484,1.32117473524751,0.365352619855031,0.430811714255298,0.328924237584682,0.401416742867532,1
0.303816200855568,0.365352619855031,0.717224672202148,0.35354849002363,0.292561224353004,0.279011326267499,1
0.322763357913724,0.430811714255298,0.353548490023631,0.822564617923374,0.51355483185058,0.404709816612321,1
0.302067004575697,0.328924237584682,0.292561224353004,0.51355483185058,0.68628115453109,0.392394567241713,1
0.420114189092057,0.401416742867532,0.279011326267499,0.404709816612321,0.392394567241713,0.929236340478283,1
2.32495990222236,0.532176448130446,0.287263237618552,0.300514885413425,0.291425401912206,0.389960329725995,2
0.532176448130446,1.27611844485167,0.344201839774567,0.406670740315293,0.322214570306818,0.383674050295964,2
0.287263237618552,0.344201839774567,0.679191681346861,0.327750153527687,0.276544400110477,0.262307943182406,2
0.300514885413425,0.406670740315293,0.327750153527687,0.761053277495816,0.483795762994607,0.374711646390698,2
0.291425401912206,0.322214570306818,0.276544400110477,0.483795762994607,0.663424783043391,0.37316160159142,2
0.389960329725995,0.383674050295964,0.262307943182406,0.374711646390698,0.37316160159142,0.868469634112373,2
2.13738260410747,0.502431863250881,0.291692683282466,0.296276333802701,0.277199266523151,0.360142713191786,3
0.502431863250881,1.22394422868613,0.344235081854019,0.40803991660425,0.309958222145465,0.362838858716027,3
0.291692683282466,0.344235081854019,0.777192278767625,0.330399411536781,0.278791978161362,0.266047066263661,3
0.296276333802701,0.40803991660425,0.330399411536781,0.789223162752542,0.478559428039053,0.364221273756018,3
0.277199266523151,0.309958222145465,0.278791978161362,0.478559428039053,0.63213615270412,0.350593032313294,3
0.360142713191786,0.362838858716027,0.266047066263661,0.364221273756018,0.350593032313294,0.807842591333742,3
2.36560941396041,0.555989098141135,0.312903542460001,0.40192468179682,0.331710789305194,0.371906083382803,4
0.555989098141135,1.23922053796951,0.339948383564468,0.469130644428462,0.330028947480007,0.356607681966621,4
0.312903542460001,0.339948383564468,0.734117798634794,0.359367790901062,0.280664636044392,0.253592258149375,4
0.40192468179682,0.469130644428462,0.359367790901062,0.983216180293662,0.554626683107748,0.3899877345825,4
0.331710789305194,0.330028947480007,0.280664636044392,0.554626683107748,0.665371245672258,0.348485529253415,4
0.371906083382803,0.356607681966621,0.253592258149375,0.3899877345825,0.348485529253415,0.759952032989091,4
2.68849630654259,0.603226260490462,0.470406801519552,0.435677153670304,0.355628545664765,0.406817279654636,5
0.603226260490462,1.21416171446975,0.415579007553858,0.454846607540649,0.321222221252207,0.352449593629888,5
0.470406801519552,0.415579007553858,1.06836656165312,0.431930703535196,0.333190531700795,0.313152437134796,5
0.435677153670304,0.454846607540649,0.431930703535196,0.93669987114968,0.527899153991382,0.377444390100363,5
0.355628545664765,0.321222221252207,0.333190531700795,0.527899153991382,0.636066395300938,0.336843366146455,5
0.406817279654636,0.352449593629888,0.313152437134796,0.377444390100363,0.336843366146455,0.737965632488834,5
2.43766228133119,0.573927271954403,0.417393780240584,0.390946730002136,0.32879504145074,0.375869830704969,6
0.573927271954403,1.25791987973303,0.37772987734851,0.434566797178949,0.315437952834649,0.337838252757439,6
0.417393780240584,0.37772987734851,0.921084945087453,0.379854795397879,0.298864511850089,0.286229663580141,6
0.390946730002136,0.434566797178949,0.379854795397879,0.848949432334278,0.486055466783006,0.347319408682687,6
0.32879504145074,0.315437952834649,0.298864511850089,0.486055466783005,0.600736183792875,0.316934181483932,6
0.375869830704969,0.337838252757439,0.286229663580141,0.347319408682687,0.316934181483932,0.701502564587681,6
2.45664693894095,0.619109022946605,0.452021119108523,0.371398052352806,0.327340579283435,0.350755241628434,7
0.619109022946605,1.34495689724641,0.416556086377505,0.424033862654674,0.32023813974062,0.327082037534223,7
0.452021119108523,0.416556086377505,0.968396111357111,0.369942385666875,0.301288965767629,0.275413792336134,7
0.371398052352806,0.424033862654674,0.369942385666875,0.776029554999632,0.452448116511371,0.321263888647187,7
0.327340579283435,0.320238139740621,0.301288965767629,0.452448116511371,0.574868439586218,0.299141480973512,7
0.350755241628434,0.327082037534223,0.275413792336134,0.321263888647187,0.299141480973512,0.669690098861031,7
2.26677782682882,0.630578871509671,0.416968020177331,0.337751170729042,0.306664233743132,0.334236601789482,8
0.630578871509671,1.50533658750458,0.42807600350676,0.4155256467469,0.324990698395349,0.351027740915616,8
0.416968020177331,0.42807600350676,0.881036948718108,0.335584131863201,0.279589487569309,0.263508448648981,8
0.337751170729042,0.4155256467469,0.335584131863201,0.717337226489974,0.422325301306357,0.299647948540977,8
0.306664233743132,0.324990698395349,0.279589487569309,0.422325301306357,0.547437904075946,0.286271347171578,8
0.334236601789482,0.351027740915616,0.263508448648981,0.299647948540977,0.286271347171578,0.649595483906011,8
2.08009957894985,0.575327377940345,0.384285176892702,0.311083408180773,0.287118081880575,0.311648411170252,9
0.575327377940345,1.38808175476238,0.40038322810254,0.381017413569381,0.303883891065043,0.325178474210527,9
0.384285176892702,0.40038322810254,0.829472593810421,0.310607817441029,0.264182304207916,0.24523947325398,9
0.311083408180773,0.381017413569381,0.310607817441029,0.673203676602186,0.398014965462065,0.283658578816123,9
0.287118081880575,0.303883891065043,0.264182304207916,0.398014965462065,0.523644430657689,0.272620356070708,9
0.311648411170252,0.325178474210527,0.24523947325398,0.283658578816123,0.272620356070708,0.619871094173671,9
2.06619132926427,0.536677307095109,0.358251547642314,0.312652410905959,0.317182799004173,0.324985052325251,10
0.536677307095109,1.33492970571849,0.389824880566271,0.35699101022606,0.289826329611837,0.306695606234121,10
