Date,Open,High,Low,Close,Adj Close,Volume
2021-09-14,86.190002,86.949997,84.730003,86.389999,82.767075,22714200
2021-09-15,86.550003,88.360001,86.169998,87.730003,84.050888,14951100
2021-09-16,87.669998,87.970001,86.190002,87.250000,83.591026,12410500
2021-09-17,86.209999,87.570000,85.949997,86.389999,82.767075,58069000
2021-09-20,85.029999,87.410004,84.930000,86.169998,82.556328,13897700
2021-09-21,86.739998,87.660004,86.120003,86.919998,83.274849,11124400
2021-09-22,87.620003,89.000000,87.239998,88.440002,84.731117,9908000
2021-09-23,88.940002,90.059998,88.660004,89.419998,85.670013,9720200
2021-09-24,89.269997,90.059998,88.940002,89.940002,86.168213,7617800
2021-09-27,89.779999,91.309998,89.150002,91.040001,87.222084,11533000
2021-09-28,90.639999,92.269997,90.050003,90.489998,86.695137,15041800
2021-09-29,91.150002,92.080002,91.000000,91.250000,87.423271,12007300
2021-09-30,91.250000,91.580002,87.120003,87.129997,83.476036,15649900
2021-10-01,87.760002,90.269997,87.599998,89.739998,85.976601,13320900
2021-10-04,89.480003,90.430000,88.959999,89.260002,85.516739,10853900
2021-10-05,89.349998,91.970001,89.169998,91.489998,87.653198,9788600
2021-10-06,90.419998,91.500000,89.650002,91.339996,87.509491,10268300
2021-10-07,91.709999,92.879997,91.650002,92.309998,88.438812,9124400
2021-10-08,92.379997,95.019997,92.110001,94.389999,90.746185,13202300
2021-10-11,94.290001,96.800003,94.199997,95.290001,91.611443,12959300
2021-10-12,95.830002,96.519997,95.260002,95.570000,91.880623,9964100
2021-10-13,96.099998,96.989998,95.949997,96.400002,92.678589,9453900
2021-10-14,96.800003,97.349998,94.370003,95.279999,91.601814,7911200
2021-10-15,95.089996,96.040001,94.730003,95.330002,91.649902,7422800
2021-10-18,95.500000,96.650002,95.099998,96.510002,92.784332,7344100
2021-10-19,97.000000,97.279999,96.320000,97.059998,93.313095,5616500
2021-10-20,97.269997,97.970001,96.250000,96.639999,92.909317,6574100
2021-10-21,96.570000,96.830002,95.709999,96.300003,92.582451,6224400
2021-10-22,96.290001,98.269997,96.220001,98.250000,94.457161,6819600
2021-10-25,98.440002,98.949997,97.550003,97.889999,94.111069,5083100
2021-10-26,98.300003,98.559998,96.940002,96.980003,93.236191,7089700
2021-10-27,96.809998,97.300003,96.000000,96.029999,92.322868,5941200
2021-10-28,96.650002,97.699997,95.930000,96.230003,92.515144,5177200
2021-10-29,95.790001,96.970001,95.459999,95.940002,92.236343,7578600
2021-11-01,96.000000,96.029999,93.910004,94.379997,90.736542,7327600
2021-11-02,93.730003,95.919998,93.500000,95.870003,92.169044,6229600
2021-11-03,96.500000,96.870003,94.750000,96.150002,92.438225,5746400
2021-11-04,96.230003,96.610001,95.320000,95.629997,91.938309,5857500
2021-11-05,96.199997,96.550003,94.099998,94.949997,91.284554,6160200
2021-11-08,95.250000,95.250000,94.309998,95.139999,91.467209,5056400
2021-11-09,95.110001,95.610001,94.059998,94.589996,90.938454,6102600
2021-11-10,94.099998,94.849998,93.360001,93.830002,90.207787,5828800
2021-11-11,94.110001,94.760002,93.800003,94.040001,90.409691,3620600
2021-11-12,94.290001,94.470001,93.430000,93.540001,89.929001,6435300
2021-11-15,93.820000,94.250000,92.919998,94.019997,90.390450,5700900
2021-11-16,94.139999,96.370003,94.019997,95.610001,91.919083,7392900
2021-11-17,95.760002,96.139999,94.820000,95.330002,91.649902,6257600
2021-11-18,95.150002,95.330002,93.500000,94.660004,91.005753,5725300
2021-11-19,94.809998,96.959999,93.940002,93.970001,90.342377,8936600
2021-11-22,93.730003,95.669998,93.410004,94.610001,90.957680,6488200
2021-11-23,94.160004,94.290001,92.260002,92.940002,89.352165,8905500
2021-11-24,92.230003,93.699997,92.150002,93.580002,89.967438,10908500
2021-11-26,92.889999,94.080002,92.070000,92.330002,88.765694,4519300
2021-11-29,93.169998,94.129997,92.870003,92.940002,89.352165,9552500
2021-11-30,93.019997,93.519997,90.610001,90.739998,87.237076,23271200
2021-12-01,91.690002,92.389999,89.660004,89.750000,86.285286,12084900
2021-12-02,89.400002,91.040001,89.000000,89.989998,86.516029,7089800
2021-12-03,90.349998,90.790001,87.720001,88.239998,84.833595,10808600
2021-12-06,88.339996,89.169998,87.849998,88.940002,85.506569,8398500
2021-12-07,89.980003,90.730003,89.209999,90.050003,86.573715,6803700
2021-12-08,90.050003,90.169998,87.910004,88.940002,85.506569,7695800
2021-12-09,89.120003,89.989998,88.239998,88.769997,85.343140,8615800
2021-12-10,104.290001,106.339996,100.099998,102.629997,98.668083,45824600
2021-12-13,102.440002,104.360001,100.519997,100.889999,96.995247,16317600
2021-12-14,100.000000,101.459999,99.389999,99.889999,96.033844,9511600
2021-12-15,100.580002,103.760002,100.239998,103.650002,99.648705,14452200
2021-12-16,103.949997,104.000000,102.279999,103.220001,99.235298,9053200
2021-12-17,97.690002,99.949997,95.809998,96.620003,92.890076,28872300
2021-12-20,96.419998,96.419998,91.519997,91.639999,88.102333,17205400
2021-12-21,91.809998,91.839996,89.709999,91.510002,87.977356,15823000
2021-12-22,91.269997,91.860001,89.510002,89.860001,86.391045,10539000
2021-12-23,90.029999,90.360001,89.059998,89.720001,86.256462,9655400
2021-12-27,89.699997,90.330002,89.019997,89.540001,86.083405,7666200
2021-12-28,89.699997,89.800003,88.519997,88.650002,85.227753,5610500
2021-12-29,88.500000,89.190002,87.720001,88.209999,84.804749,5628500
2021-12-30,88.650002,88.910004,87.769997,88.010002,84.612480,7382400
2021-12-31,88.050003,88.099998,87.180000,87.209999,83.843338,5908200
2022-01-03,87.330002,87.940002,85.760002,87.900002,84.506714,10644400
2022-01-04,87.900002,89.580002,87.730003,88.839996,85.410423,11959000
2022-01-05,88.489998,88.599998,86.220001,86.459999,83.122299,11236700
2022-01-06,86.000000,87.419998,85.550003,86.339996,83.315292,7918400
2022-01-07,86.449997,88.000000,86.279999,87.510002,84.444305,9836800
2022-01-10,87.379997,89.379997,86.949997,89.279999,86.152306,11025500
2022-01-11,88.639999,89.000000,87.410004,88.480003,85.380333,7249800
2022-01-12,88.889999,89.519997,87.669998,88.309998,85.216286,5840300
2022-01-13,88.730003,88.919998,87.550003,87.790001,84.714500,6044300
2022-01-14,87.480003,88.099998,86.660004,87.690002,84.618004,6054800
2022-01-18,86.870003,86.970001,85.339996,85.550003,82.552979,6824700
2022-01-19,85.769997,86.690002,83.230003,83.379997,80.458992,10501800
2022-01-20,83.919998,85.000000,82.519997,82.720001,79.822121,10836900
2022-01-21,83.360001,83.389999,82.029999,82.220001,79.339622,11609000
2022-01-24,81.220001,82.419998,79.589996,82.419998,79.532631,16770400
2022-01-25,81.330002,82.099998,80.199997,81.070000,78.229912,13469900
2022-01-26,81.910004,82.029999,79.279999,79.589996,76.801773,13971300
2022-01-27,80.110001,81.150002,79.199997,79.779999,76.985107,10331900
2022-01-28,79.989998,80.500000,78.570000,80.480003,77.660599,7854700
2022-01-31,80.489998,81.639999,80.120003,81.160004,78.316772,10594200
2022-02-01,81.400002,81.400002,79.650002,81.040001,78.200966,8016900
2022-02-02,81.160004,82.879997,80.839996,82.500000,79.609825,9287600
2022-02-03,81.629997,82.760002,81.629997,81.940002,79.069435,8207200
2022-02-04,82.029999,82.910004,81.470001,82.110001,79.233482,5570200
2022-02-07,82.139999,82.250000,80.660004,80.739998,77.911469,6292200
2022-02-08,80.290001,80.860001,79.800003,80.790001,77.959732,6585300
2022-02-09,81.750000,83.650002,81.650002,83.449997,80.526550,8755900
2022-02-10,82.750000,83.779999,81.620003,81.849998,78.982590,6336300
2022-02-11,81.839996,82.430000,79.529999,79.750000,76.956154,7670500
2022-02-14,79.580002,79.730003,78.440002,78.949997,76.184174,5389800
2022-02-15,79.389999,79.930000,79.209999,79.769997,76.975449,5712800
2022-02-16,79.470001,79.779999,78.220001,79.190002,76.415787,6227000
2022-02-17,78.760002,78.980003,75.330002,75.529999,72.884003,9247100
2022-02-18,75.500000,75.730003,74.279999,74.570000,71.957626,7790100
2022-02-22,73.820000,74.910004,73.620003,74.120003,71.523399,8039000
2022-02-23,74.070000,74.379997,72.349998,72.470001,69.931190,6807100
2022-02-24,70.940002,74.940002,70.230003,74.809998,72.189232,11240500
2022-02-25,74.650002,76.830002,74.320000,76.349998,73.675278,8291800
2022-02-28,75.570000,76.699997,75.019997,75.970001,73.308586,9234400
2022-03-01,75.980003,76.500000,75.620003,76.010002,73.347176,8752100
2022-03-02,76.449997,78.860001,76.250000,78.279999,75.537651,8527200
2022-03-03,78.959999,79.040001,77.430000,78.250000,75.508698,8203000
2022-03-04,77.669998,77.910004,75.779999,76.489998,73.810371,8841300
2022-03-07,76.290001,76.389999,73.440002,74.320000,71.716385,11110100
2022-03-08,73.839996,75.230003,73.110001,73.330002,70.761078,9134100
2022-03-09,74.919998,76.949997,74.690002,76.099998,73.434029,8959500
2022-03-10,75.099998,76.849998,75.029999,76.650002,73.964767,13812600
2022-03-11,76.699997,79.900002,74.000000,77.820000,75.093765,22795800
2022-03-14,77.919998,78.599998,75.440002,77.070000,74.370049,13306200
2022-03-15,78.050003,81.540001,77.070000,80.599998,77.776390,16847200
2022-03-16,81.000000,81.230003,77.750000,79.959999,77.158798,14071300
2022-03-17,79.779999,81.290001,79.260002,80.599998,77.776390,10462400
2022-03-18,79.629997,81.989998,78.839996,81.680000,78.818558,24176000
