Date,Open,High,Low,Close,Adj Close,Volume
2021-09-14,48.493332,48.626667,47.973331,48.099998,46.139698,16533900
2021-09-15,48.023335,48.250000,47.930000,48.183334,46.219631,14850000
2021-09-16,48.146667,48.436668,47.896667,48.343334,46.373119,18428400
2021-09-17,48.046665,48.720001,48.006668,48.243332,46.277187,73032600
2021-09-20,47.833332,48.396667,47.206669,47.580002,45.640900,25054500
2021-09-21,47.566666,48.193333,47.556667,47.673332,45.730419,17437500
2021-09-22,47.823334,47.866669,47.430000,47.563332,45.624905,15044400
2021-09-23,47.740002,47.876667,47.483334,47.590000,45.650486,15585300
2021-09-24,47.500000,47.896667,47.496666,47.723331,45.778385,13360500
2021-09-27,47.623333,47.849998,47.279999,47.416668,45.484219,21250800
2021-09-28,47.293331,47.356667,46.663334,46.833332,44.924660,20580900
2021-09-29,46.883331,47.276669,46.773335,46.813332,44.905464,21375600
2021-09-30,46.880001,47.243332,46.416668,46.459999,44.566536,22457700
2021-10-01,46.419998,46.543331,45.306667,45.683334,43.821526,30014400
2021-10-04,45.696667,46.076668,44.903332,45.243332,43.399460,29970300
2021-10-05,45.316666,45.903332,45.299999,45.540001,43.684029,20597400
2021-10-06,45.413334,45.930000,45.376667,45.873333,44.003777,19376700
2021-10-07,46.259998,46.900002,46.253334,46.413334,44.521770,21068100
2021-10-08,46.553333,46.696667,46.336666,46.553333,44.656063,13847400
2021-10-11,46.506668,46.926666,46.480000,46.509998,44.614494,13048200
2021-10-12,46.446667,46.803333,46.356667,46.459999,44.566536,15789300
2021-10-13,46.500000,46.669998,46.043331,46.123333,44.243591,17937900
2021-10-14,46.166668,46.689999,46.166668,46.623333,44.723221,19783500
2021-10-15,46.873333,47.033333,46.653332,46.849998,44.940639,20737200
2021-10-18,46.666668,47.336666,46.610001,47.226665,45.301956,19887000
2021-10-19,48.209999,48.536667,47.886665,48.230000,46.264400,33444300
2021-10-20,48.296665,48.830002,48.296665,48.666668,46.683277,17453700
2021-10-21,48.860001,48.973331,48.603333,48.936668,46.942272,13954500
2021-10-22,49.033333,49.896667,49.033333,49.446667,47.431484,21195600
2021-10-25,49.593334,50.173332,49.336666,50.020000,47.981453,19287900
2021-10-26,50.000000,50.183334,49.486668,49.583332,47.562584,17418600
2021-10-27,49.653332,49.673332,49.130001,49.176666,47.172485,14565600
2021-10-28,49.446667,49.660000,49.236668,49.483334,47.466663,12598500
2021-10-29,49.303333,50.033333,49.186668,49.806667,47.776806,22022700
2021-11-01,49.993332,50.250000,49.783333,49.930000,47.895119,12549600
2021-11-02,49.990002,50.060001,49.759998,49.906666,47.872742,13638900
2021-11-03,49.866669,50.096668,49.676666,50.060001,48.019817,14209500
2021-11-04,50.060001,50.616669,49.943333,50.426666,48.371540,15149100
2021-11-05,50.666668,50.666668,49.873333,50.076668,48.035809,15081900
2021-11-08,50.073334,50.169998,49.576668,49.756668,47.728859,15373200
2021-11-09,49.840000,49.956669,49.623333,49.930000,47.895119,15001800
2021-11-10,49.576668,49.873333,49.326668,49.480000,47.463463,16803600
2021-11-11,49.590000,49.663334,49.396667,49.500000,47.482647,13603200
2021-11-12,49.666668,49.746666,49.180000,49.253334,47.246029,18313800
2021-11-15,49.383331,49.483334,48.799999,48.970001,46.974247,28896000
2021-11-16,48.366669,48.893333,47.433334,47.723331,45.778385,73986600
2021-11-17,47.720001,48.240002,47.273335,47.313332,45.385094,33116100
2021-11-18,47.380001,47.763332,46.953335,47.720001,45.775188,24394200
2021-11-19,47.873333,48.000000,47.313332,47.463333,45.528976,28119300
2021-11-22,47.553333,48.453335,47.333332,48.259998,46.293182,29126400
2021-11-23,48.083332,48.660000,47.750000,48.603333,46.622520,29907900
2021-11-24,48.576668,49.020000,48.546665,48.846668,46.855938,18089400
2021-11-26,48.813332,49.293331,48.139999,48.299999,46.331547,21039600
2021-11-29,48.333332,48.416668,47.410000,47.543331,45.605721,33039600
2021-11-30,47.160000,47.500000,46.669998,46.876667,44.966225,64818900
2021-12-01,46.836666,46.906666,45.680000,45.713333,43.850304,36621300
2021-12-02,45.876667,46.146667,45.080002,45.156666,43.316322,39805800
2021-12-03,45.286667,45.959999,45.096668,45.836666,43.968609,44142600
2021-12-06,45.853333,46.453335,45.700001,46.333332,44.445030,32589300
2021-12-07,46.533333,46.610001,46.029999,46.183334,44.301147,37739100
2021-12-08,46.020000,46.166668,45.336666,45.716667,43.853500,34496400
2021-12-09,45.543331,46.189999,45.236668,46.166668,44.463470,32351700
2021-12-10,46.113335,47.099998,45.856667,47.009998,45.275688,38575500
2021-12-13,46.746666,47.916668,46.669998,47.856667,46.091118,54039300
2021-12-14,47.766666,48.426666,47.383331,48.313332,46.530941,46721400
2021-12-15,48.403332,48.823334,47.799999,48.590000,46.797398,33489900
2021-12-16,48.590000,48.843334,47.630001,47.779999,46.017281,39069600
2021-12-17,47.583332,47.983334,46.130001,46.250000,44.543732,78581100
2021-12-20,46.040001,46.583332,45.866669,46.400002,44.688194,31017900
2021-12-21,46.299999,46.619999,46.003334,46.540001,44.823032,24620400
2021-12-22,46.633331,46.663334,46.176666,46.599998,44.880814,17028000
2021-12-23,46.599998,46.720001,46.283333,46.496666,44.781288,17592600
2021-12-27,46.533333,46.956669,46.523335,46.919998,45.189011,16040700
2021-12-28,46.866669,47.656666,46.866669,47.593334,45.837505,15783000
2021-12-29,47.553333,47.843334,47.439999,47.570000,45.815022,13045200
2021-12-30,47.753334,47.900002,47.493332,47.723331,45.962704,14949000
2021-12-31,47.733334,48.346668,47.639999,48.230000,46.450676,17947800
2022-01-03,48.000000,48.263332,47.669998,48.216667,46.437840,20706600
2022-01-04,48.013332,48.380001,47.253334,47.333332,45.587097,33930000
2022-01-05,47.616669,48.650002,47.580002,47.973331,46.203480,35418000
2022-01-06,47.873333,48.213333,47.466667,47.840000,46.075077,21828900
2022-01-07,47.833332,48.453335,47.653332,48.296665,46.514889,19723500
2022-01-10,48.480000,48.529999,47.706669,48.203335,46.424995,22731600
2022-01-11,48.070000,48.206669,47.726665,48.066666,46.293377,21668700
2022-01-12,47.893333,47.986668,47.666668,47.813332,46.049381,18946800
2022-01-13,47.810001,48.560001,47.703335,48.490002,46.701092,24252600
2022-01-14,48.073334,48.876667,48.073334,48.353333,46.569462,26867400
2022-01-18,48.136665,48.233334,47.376667,47.506668,45.754032,21123900
2022-01-19,47.513332,48.330002,47.306667,47.980000,46.209896,22674000
2022-01-20,47.450001,48.153332,47.023335,47.073334,45.336689,22387200
2022-01-21,47.073334,47.419998,46.686668,46.730000,45.006012,27508200
2022-01-24,46.356667,46.843334,45.770000,46.733334,45.009224,28699200
2022-01-25,46.663334,46.790001,45.603333,45.716667,44.030067,29479500
2022-01-26,45.779999,46.263332,45.053333,45.250000,43.580620,26185500
2022-01-27,45.639999,46.360001,45.123333,45.279999,43.609509,27759000
2022-01-28,45.333332,45.856667,44.650002,45.840000,44.148849,25131900
2022-01-31,45.696667,46.680000,45.566666,46.603333,44.884026,20193600
2022-02-01,46.403332,47.049999,46.330002,46.970001,45.237167,20323200
2022-02-02,47.000000,47.213333,46.716667,46.950001,45.217899,18149700
2022-02-03,46.753334,47.330002,46.590000,46.996666,45.262844,20741100
2022-02-04,46.963333,47.000000,46.116669,46.443333,44.729923,22036500
2022-02-07,46.686668,46.689999,45.869999,45.986668,44.290112,20010300
2022-02-08,46.106667,46.413334,45.836666,45.996666,44.299740,19458900
2022-02-09,46.166668,46.263332,45.823334,45.896667,44.203426,21473700
2022-02-10,45.516666,45.669998,45.153332,45.360001,43.686558,27810600
2022-02-11,45.606667,45.726665,44.723331,45.110001,43.445786,23733300
2022-02-14,45.110001,45.320000,44.236668,44.650002,43.002750,29363400
2022-02-15,44.913334,45.223331,44.596668,44.790001,43.137592,21824400
2022-02-16,44.776669,44.959999,44.233334,44.509998,42.867924,28490700
2022-02-17,44.666668,46.490002,44.593334,46.293331,44.585461,53831400
2022-02-18,46.033333,46.529999,45.720001,45.996666,44.299740,31103400
2022-02-22,45.923332,46.080002,45.313332,45.483334,43.805347,25380900
2022-02-23,45.619999,45.730000,44.946667,45.016666,43.355892,21030900
2022-02-24,44.636665,45.003334,44.003334,44.843334,43.188950,31717500
2022-02-25,44.936668,45.593334,44.696667,45.459999,43.782871,24997800
2022-02-28,45.000000,45.356667,44.590000,45.053333,43.391209,26286600
2022-03-01,45.290001,45.963333,45.006668,45.330002,43.657665,24024900
2022-03-02,45.220001,45.610001,45.060001,45.386665,43.712238,23863800
2022-03-03,45.763332,46.823334,45.516666,46.430000,44.717091,29885100
2022-03-04,45.936668,47.646667,45.863335,47.606667,45.850346,35576400
2022-03-07,47.099998,47.876667,46.816666,47.223331,45.481144,45870000
2022-03-08,47.166668,47.486668,46.193333,46.246666,44.540516,28305600
2022-03-09,46.666668,46.746666,46.046665,46.486668,44.771667,22122900
2022-03-10,46.496666,47.666668,46.336666,47.543331,45.789345,27512700
2022-03-11,47.433334,48.016666,47.293331,47.356667,45.609566,19162200
2022-03-14,47.340000,48.283333,47.330002,48.016666,46.245213,22646400
2022-03-15,48.176666,48.716667,47.950001,48.593334,46.800610,22872600
2022-03-16,48.463333,48.980000,47.900002,48.450001,46.662560,24615900
2022-03-17,48.150002,48.433334,47.549999,48.336666,46.733463,19023000
2022-03-18,48.393333,48.523335,48.036667,48.480000,46.872040,31233300
2022-03-21,48.476665,49.096668,47.873333,48.076668,46.482086,21350700
2022-03-22,48.203335,48.323334,47.660000,47.933334,46.343506,20235000
2022-03-23,47.713333,47.910000,47.173332,47.316666,45.747295,19625400
2022-03-24,47.463333,47.970001,47.293331,47.610001,46.030903,13440900
2022-03-25,47.816666,47.976665,47.419998,47.816666,46.230701,14085300
2022-03-28,47.833332,48.686668,47.766666,48.666668,47.052517,20105700
2022-03-29,48.866669,49.366669,48.750000,49.076668,47.448914,19934400
2022-03-30,49.043331,50.060001,49.013332,49.956669,48.299740,24991500
2022-03-31,49.596668,50.180000,49.393333,49.639999,47.993565,27163800
2022-04-01,49.886665,50.423332,49.613335,50.336666,48.667126,20939700
2022-04-04,50.303333,51.066666,50.026669,50.346668,48.676796,25332600
2022-04-05,50.293331,51.110001,50.293331,50.490002,48.815380,18657900
2022-04-06,50.340000,51.806667,50.166668,51.663334,49.949791,28018500
2022-04-07,51.700001,52.513332,51.480000,52.180000,50.449322,27088200
2022-04-08,52.303333,52.803333,52.070000,52.470001,50.729702,23294400
2022-04-11,52.323334,52.746666,51.209999,51.430000,49.724194,24712800
2022-04-12,51.413334,51.799999,50.849998,51.076668,49.382587,26761200
2022-04-13,51.150002,52.596668,51.116669,52.406666,50.668472,29284500
2022-04-14,52.369999,52.763332,52.143333,52.360001,50.623360,22360500
2022-04-18,52.250000,52.660000,51.736668,51.959999,50.236614,14671800
2022-04-19,52.223331,52.650002,52.013332,52.549999,50.807053,15855000
2022-04-20,52.783333,53.450001,52.763332,53.209999,51.445160,19821600
