Date,AAPL,IBM,MCD
2011-05-04,0.003935,-0.013016,0.001647
2011-05-05,-0.008067,-0.01266,-0.005944
2011-05-06,-0.00026,0.002553,0.001272
2011-05-09,0.002712,0.001243,0.007751
2011-05-10,0.005322,0.007569,0.005044
2011-05-11,-0.006353,-0.005165,-0.002509
2011-05-12,-0.001901,0.016165,0.014464
2011-05-13,-0.017515,-0.01347,0.000992
2011-05-16,-0.021145,-0.006238,0.004954
2011-05-17,0.008521,0.009712,-0.002588
2011-05-18,0.011097,-0.000352,0.007043
2011-05-19,0.001942,0.00088,0.012393
2011-05-20,-0.015593,-0.002521,-0.002182
2011-05-23,-0.002446,-0.011166,0.002065
2011-05-24,-0.006609,-0.001605,0.001697
2011-05-25,0.013817,-0.001429,0.000968
2011-05-26,-0.005285,-0.003398,-0.003506
2011-05-27,0.007194,0.001914,-0.009826
2011-05-31,0.030882,0.008537,-0.00098
2011-06-01,-0.00667,-0.014029,-0.006868
2011-06-02,0.001708,-0.002822,-0.00284
2011-06-03,-0.007686,-0.006262,-0.002601
2011-06-06,-0.015723,-0.001818,0.001987
2011-06-07,-0.017749,-0.006434,0.005452
2011-06-08,-0.010003,-0.001696,0.003404
2011-06-09,-0.002257,0.003042,0.001356
2011-06-10,-0.016863,-0.01007,-0.011076
2011-06-13,0.002148,-6.1e-05,0.004604
2011-06-14,0.017881,0.005822,0.009166
2011-06-15,-0.017116,-0.010907,-0.002823
2011-06-16,-0.004866,0.002094,0.007016
2011-06-17,-0.01507,0.010881,0.008679
2011-06-20,-0.015425,0.003527,0.00206
2011-06-21,0.03165,0.007272,0.00133
2011-06-22,-0.008269,-0.003249,-0.001812
2011-06-23,0.02672,0.002656,-0.004356
2011-06-24,-0.014733,-0.006321,-0.005469
2011-06-27,0.017435,0.015448,0.005865
2011-06-28,0.009698,0.014258,0.02466
2011-06-29,-0.003639,0.003117,0.002608
2011-06-30,0.00488,0.005922,-0.002956
2011-07-01,0.022612,0.017429,0.015773
2011-07-05,0.017975,0.005099,-0.000117
2011-07-06,0.006668,0.012997,0.002569
2011-07-07,0.015465,-0.006921,0.002329
2011-07-08,0.007027,5.7e-05,-0.005345
2011-07-11,-0.015874,-0.008499,-0.002921
2011-07-12,-0.000706,-0.005372,-0.004218
2011-07-13,-0.000702,-0.002944,0.002893
2011-07-14,-0.000698,-0.000516,0.010005
2011-07-15,0.019985,0.007519,-0.003846
2011-07-18,0.024334,-0.001481,-0.000936
2011-07-19,0.008159,0.056652,0.009485
2011-07-20,0.026668,-0.008423,0.000696
2011-07-21,0.001008,0.006806,0.00313
2011-07-22,0.015518,0.001514,0.023342
2011-07-25,0.013221,-0.007992,-0.004968
2011-07-26,0.012321,-0.004192,-0.001135
2011-07-27,-0.026821,-0.008637,-0.010566
2011-07-28,-0.001961,0.002481,-0.00356
2011-07-29,-0.00342,0.000275,-0.003457
2011-08-01,0.016057,-0.006049,-0.001041
2011-08-02,-0.002202,-0.017733,-0.005604
2011-08-03,-0.02046,-0.029416,-0.010167
2011-08-04,-0.038719,-0.0411,-0.01473
2011-08-05,-0.009937,0.008747,0.009492
2011-08-08,-0.054628,-0.03908,-0.034908
2011-08-09,0.058888,0.026411,0.046888
2011-08-10,-0.027593,-0.047301,-0.021871
2011-08-11,0.027523,0.025778,0.026166
2011-08-12,0.008804,0.008817,0.00255
2011-08-15,0.01703,0.028478,0.003699
2011-08-16,-0.007642,-0.010116,-0.001728
2011-08-17,-0.022734,-0.027364,-0.011664
2011-08-18,-0.037825,-0.044612,-0.0216
2011-08-19,-0.027373,-0.038393,0.018923
