1.143430799816301959e-24,2.313718805661031830e+00,2.089351390560544175e+01
1.143430799816301959e-24,3.175092512440662151e+00,2.046282705221562637e+01
1.143430799816301959e-24,3.632091807404732808e+00,2.023432740473359104e+01
1.143430799816301959e-24,2.688861757907694106e+00,2.070594242948211061e+01
1.143430799816301959e-24,7.343890063699022974e+00,1.837842827658644751e+01
1.143430799816301959e-24,7.171299227119126485e+00,1.846472369487639398e+01
1.143430799816301959e-24,3.708671736859239587e+01,3.507014624139760173e+00
1.143430799816301959e-24,3.322755372439541333e+00,2.038899562221618567e+01
1.143430799816301959e-24,6.804909446082536562e-01,2.171012783613183217e+01
1.143430799816301959e-24,3.131916380879733453e+00,2.048441511799609316e+01
1.143430799816301959e-24,1.474595317565275110e+01,1.467739672060958256e+01
1.143430799816301959e-24,4.190228761375426103e+00,1.995525892774824683e+01
1.143430799816301959e-24,2.070569878292336963e+00,2.101508836928978852e+01
1.143430799816301959e-24,1.135988531018831971e+01,1.637043065334179914e+01
1.143430799816301959e-24,4.385305705160688738e+00,1.985772045585561330e+01
1.143430799816301959e-24,2.355385764547014649e+00,2.087268042616245012e+01
1.143430799816301959e-24,2.354741178637461019e+00,2.087300271911722760e+01
1.143430799816301959e-24,5.219395600041350392e+00,1.944067550841528202e+01
1.143430799816301959e-24,7.859296797974079318e+00,1.812072490944891712e+01
1.143430799816301959e-24,5.463297962424940479e+00,1.931872432722348876e+01
1.143430799816301959e-24,3.198144372834971882e+00,2.045130112201847083e+01
1.143430799816301959e-24,5.175020688231941612e+00,1.946286296431998863e+01
1.143430799816301959e-24,3.753362179346106053e+00,2.017369221876290553e+01
1.143430799816301959e-24,5.129094830208443589e+00,1.948582589333173587e+01
1.143430799816301959e-24,8.281711420207780172e-01,2.163628773742556888e+01
1.143430799816301959e-24,1.992918627119691699e+00,2.105391399487611181e+01
1.143430799816301959e-24,5.428388062517518264e+00,1.933617927717719809e+01
1.143430799816301959e-24,2.576548625732770326e+00,2.076209899556957339e+01
1.143430799816301959e-24,6.582834121215753953e+00,1.875895624782808113e+01
1.143430799816301959e-24,1.032829132997755028e+00,2.153395874193708082e+01
1.143430799816301959e-24,2.723258971270627882e+00,2.068874382280064594e+01
1.143430799816301959e-24,1.284234283824512346e+01,1.562920188931339638e+01
1.143430799816301959e-24,7.929903179884130182e+00,1.808542171849389391e+01
1.143430799816301959e-24,2.101473275608218216e+01,1.154300693039486703e+01
1.143430799816301959e-24,2.857264064079170662e+00,2.062174127639637433e+01
1.143430799816301959e-24,5.997141535665098111e+00,1.905180254060340772e+01
1.143430799816301959e-24,1.190173581003172742e+01,1.609950540342009617e+01
1.143430799816301959e-24,1.356867584123444104e+01,1.526603538781873759e+01
1.143430799816301959e-24,8.789139506220935871e+00,1.765580355532549106e+01
1.143430799816301959e-24,3.737520008065162713e+00,2.018161330440337764e+01
1.143430799816301959e-24,4.839169676840906043e+00,1.963078847001550642e+01
1.143430799816301959e-24,1.201317701536528126e+01,1.604378480075331836e+01
1.143430799816301959e-24,2.131266767240286697e+01,1.139403947223452462e+01
1.143430799816301959e-24,2.760187175318020270e+00,2.067027972077694642e+01
1.143430799816301959e-24,4.981417468936684578e+00,1.955966457396761626e+01
1.143430799816301959e-24,1.084969771503004488e+01,1.662552445092093478e+01
1.143430799816301959e-24,1.090901624435528916e+01,1.659586518625831530e+01
1.143430799816301959e-24,3.458264424138101756e+00,2.032124109636690790e+01
1.143430799816301959e-24,4.124845579355039149e+00,1.998795051875843853e+01
1.143430799816301959e-24,1.733039566952998545e+00,2.118385352495945995e+01
1.143430799816301959e-24,5.837110615982854522e-01,2.175851777763681483e+01
1.143430799816301959e-24,3.104255938896122835e+00,2.049824533898789625e+01
1.143430799816301959e-24,7.553102471331822887e-01,2.167271818486936752e+01
1.143430799816301959e-24,7.510008925671408653e-01,2.167487286215238740e+01
1.143430799816301959e-24,7.818266303739986878e-01,2.165945999324895865e+01
1.143430799816301959e-24,2.349961607064057656e+00,2.087539250490392817e+01
1.143430799816301959e-24,6.260284799969751290e+00,1.892023090845108158e+01
2.753430766448933327e-24,9.863336591202832793e+00,1.667929777831470517e+01
2.753430766448933327e-24,3.701799369906646486e+00,1.976006638896279810e+01
2.753430766448933327e-24,6.008160028973923872e+00,1.860688605942915785e+01
2.753430766448933327e-24,3.996716033573570748e+00,1.961260805712933575e+01
2.753430766448933327e-24,2.083774434067724446e+00,2.056907885688225690e+01
2.753430766448933327e-24,5.362875481223715823e+00,1.892952833330426188e+01
2.753430766448933327e-24,2.273604079400788791e+00,2.047416403421572539e+01
2.753430766448933327e-24,5.014112389160600536e+00,1.910390987933581997e+01
2.753430766448933327e-24,7.171095591222261589e+00,1.802541827830498988e+01
2.753430766448933327e-24,1.642623286249721648e+00,2.078965443079125919e+01
2.753430766448933327e-24,3.474177896721949210e+00,1.987387712555514696e+01
2.753430766448933327e-24,8.995095690145880063e-01,2.116121128940882556e+01
2.753430766448933327e-24,2.589482465817985357e+00,2.031622484100712711e+01
2.753430766448933327e-24,1.072506735604159100e+00,2.107471270611404179e+01
2.753430766448933327e-24,2.815904846756082236e+01,7.531441840135709498e+00
2.753430766448933327e-24,3.882123402720703886e+00,1.966990437255577007e+01
2.753430766448933327e-24,4.662003493013726185e+00,1.927996432740925670e+01
2.753430766448933327e-24,1.392140006376044070e+01,1.465026604203590033e+01
2.753430766448933327e-24,4.062835555547605892e+00,1.957954829614231684e+01
2.753430766448933327e-24,3.688096783251917365e+00,1.976691768229016333e+01
2.753430766448933327e-24,3.115756177785321324e+00,2.005308798502345979e+01
2.753430766448933327e-24,2.783780905497566849e+00,2.021907562116733814e+01
2.753430766448933327e-24,3.195727934055967445e+00,2.001310210688813740e+01
2.753430766448933327e-24,3.814221178388623734e+00,1.970385548472181014e+01
2.753430766448933327e-24,1.735651835426716083e+00,2.074314015620276308e+01
2.753430766448933327e-24,4.268236676569221899e+00,1.947684773563150884e+01
2.753430766448933327e-24,1.357688180486571028e+01,1.482252517148326554e+01
2.753430766448933327e-24,6.722308100924093033e+00,1.824981202345407283e+01
2.753430766448933327e-24,6.597781464532015860e+00,1.831207534165011452e+01
2.753430766448933327e-24,4.615182187478144904e+00,1.930337498017704689e+01
2.753430766448933327e-24,5.331908890759216035e-01,2.134437062937816165e+01
2.753430766448933327e-24,1.280835553693514584e+01,1.520678830544854776e+01
2.753430766448933327e-24,5.788038350244531394e+00,1.871694689879385365e+01
2.753430766448933327e-24,4.360066851526879006e+00,1.943093264815268029e+01
2.753430766448933327e-24,3.938062729305795262e+00,1.964193470926322149e+01
2.753430766448933327e-24,6.981072905022323027e+00,1.812042962140495916e+01
2.753430766448933327e-24,2.033711288171282661e+01,1.144240963305970737e+01
2.753430766448933327e-24,9.111923461339609176e+00,1.705500434324631698e+01
2.753430766448933327e-24,2.968741072762734579e+00,2.012659553753475450e+01
2.753430766448933327e-24,3.720510037922863500e+00,1.975071105495468871e+01
2.753430766448933327e-24,5.853952213961743922e+00,1.868398996693525049e+01
2.753430766448933327e-24,6.629713593992329734e+00,1.829610927691995670e+01
2.753430766448933327e-24,2.177075430611298046e+01,1.072558892085963045e+01
2.753430766448933327e-24,1.378786153041429685e+01,1.471703530870897225e+01
2.753430766448933327e-24,5.557171283500567327e+00,1.883238043216583790e+01
2.753430766448933327e-24,9.548621529328485735e+00,1.683665530925187781e+01
2.753430766448933327e-24,1.264902446638585332e+01,1.528645384072319402e+01
2.753430766448933327e-24,6.458445547437551504e+00,1.838174330019734626e+01
2.753430766448933327e-24,8.871375636040584212e+00,1.717527825589582946e+01
2.753430766448933327e-24,6.323748293702829315e+00,1.844909192706470691e+01
2.753430766448933327e-24,2.012735044840277432e+00,2.060459855149598241e+01
2.753430766448933327e-24,5.379935202025658114e+00,1.892099847290329251e+01
2.753430766448933327e-24,4.541800543052087136e+00,1.934006580239007889e+01
2.753430766448933327e-24,2.657193962854987657e+00,2.028236909248862574e+01
2.753430766448933327e-24,1.643075869558308533e+00,2.078942813913696597e+01
2.753430766448933327e-24,2.778466487447369904e+00,2.022173283019243684e+01
2.753430766448933327e-24,2.078407942413118104e+00,2.057176210270956318e+01
2.753430766448933327e-24,5.686885544142674664e-01,2.132662179670898794e+01
